kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
_4.ptx 173 : 368755 3130360 0 0 0 0 0 0 0 
_4.ptx 174 : 368755 0 0 0 0 0 0 0 0 
_4.ptx 177 : 369664 2508096 0 0 0 0 0 0 0 
_5.ptx 226 : 122880 843040 0 0 0 0 0 0 0 
_5.ptx 227 : 122880 847232 0 0 0 0 0 0 0 
_5.ptx 228 : 122880 2290688 0 0 0 0 0 0 0 
_5.ptx 229 : 122880 805824 0 0 0 0 0 0 0 
_5.ptx 230 : 122880 1460992 0 0 0 0 0 0 0 
_5.ptx 231 : 122880 1040480 0 0 0 0 0 0 0 
_5.ptx 232 : 122880 496832 0 0 0 0 0 0 0 
_5.ptx 233 : 122880 1049408 0 0 0 0 0 0 0 
_5.ptx 234 : 122880 2816 0 0 0 0 0 0 0 
_5.ptx 235 : 122464 893408 0 0 0 0 0 0 0 
_5.ptx 236 : 122464 2190048 0 0 0 0 0 0 0 
_5.ptx 237 : 122464 930656 0 0 0 0 0 0 0 
_5.ptx 238 : 122464 2316736 0 0 0 0 0 0 0 
_5.ptx 239 : 122464 942016 0 0 0 0 0 0 0 
_5.ptx 240 : 122464 491392 0 0 0 0 0 0 0 
_5.ptx 241 : 122464 1388128 0 0 0 0 0 0 0 
_5.ptx 242 : 122464 2470240 0 0 0 0 0 0 0 
_5.ptx 243 : 122464 478816 0 0 0 0 0 0 0 
_5.ptx 244 : 122464 1382688 0 0 0 0 0 0 0 
_5.ptx 245 : 122464 477824 0 0 0 0 0 0 0 
_5.ptx 246 : 122464 478720 0 0 0 0 0 0 0 
_5.ptx 247 : 122464 475488 0 0 0 0 0 0 0 
_5.ptx 248 : 122464 475072 0 0 0 0 0 0 0 
_5.ptx 249 : 122464 471936 0 0 0 0 0 0 0 
_5.ptx 250 : 122464 470176 0 0 0 0 0 0 0 
_5.ptx 254 : 122464 21283776 0 0 0 0 0 0 0 
_5.ptx 255 : 122464 1082784 0 0 0 0 0 0 0 
_5.ptx 256 : 122464 2592576 0 0 0 0 0 0 0 
_5.ptx 257 : 122464 1440000 0 0 0 0 0 0 0 
_5.ptx 258 : 122464 873632 0 0 0 0 0 0 0 
_5.ptx 259 : 122464 2566720 0 0 0 0 0 0 0 
_5.ptx 260 : 122464 1129824 0 0 0 0 0 0 0 
_5.ptx 261 : 122464 1509696 0 0 0 0 0 0 0 
_5.ptx 262 : 122464 2584576 0 0 0 0 0 0 0 
_5.ptx 263 : 122464 1113280 0 0 0 0 0 0 0 
_5.ptx 264 : 122464 0 0 0 0 0 0 0 0 
_5.ptx 265 : 122464 21416032 0 0 0 0 0 0 0 
_5.ptx 266 : 122464 603712 0 0 0 0 0 0 0 
_5.ptx 267 : 122464 21699616 0 0 0 0 0 0 0 
_5.ptx 268 : 122464 1054720 0 0 0 0 0 0 0 
_5.ptx 269 : 122464 2826368 0 0 0 0 0 0 0 
_5.ptx 270 : 122464 1418656 0 0 0 0 0 0 0 
_5.ptx 271 : 122464 642944 0 0 0 0 0 0 0 
_5.ptx 272 : 122464 630208 0 0 0 0 0 0 0 
_5.ptx 273 : 122464 2438720 0 0 0 0 0 0 0 
_5.ptx 274 : 122464 2268512 0 0 0 0 0 0 0 
_5.ptx 275 : 122464 1040480 0 0 0 0 0 0 0 
_5.ptx 276 : 122464 1959040 0 0 0 0 0 0 0 
_5.ptx 277 : 122464 1471936 0 0 0 0 0 0 0 
_5.ptx 278 : 122464 1140768 0 0 0 0 0 0 0 
_5.ptx 279 : 122464 2195616 0 0 0 0 0 0 0 
_5.ptx 280 : 122464 1505888 0 0 0 0 0 0 0 
_5.ptx 281 : 122464 1508640 0 0 0 0 0 0 0 
_5.ptx 282 : 122464 2613184 0 0 0 0 0 0 0 
_5.ptx 283 : 122464 1551200 0 0 0 0 0 0 0 
_5.ptx 284 : 122464 1029408 0 0 0 0 0 0 0 
_5.ptx 285 : 122464 2629888 0 0 0 0 0 0 0 
_5.ptx 286 : 122464 1164512 0 0 0 0 0 0 0 
_5.ptx 287 : 122464 1000224 0 0 0 0 0 0 0 
_5.ptx 288 : 122464 1015744 0 0 0 0 0 0 0 
_5.ptx 289 : 122464 1090496 0 0 0 0 0 0 0 
_5.ptx 292 : 367392 0 0 0 0 0 0 0 0 
_5.ptx 293 : 367392 4373664 0 0 0 0 0 0 0 
_5.ptx 294 : 367392 4907712 0 0 0 0 0 0 0 
_5.ptx 295 : 367392 4383968 0 0 0 0 0 0 0 
_5.ptx 296 : 367392 4423552 0 0 0 0 0 0 0 
_5.ptx 297 : 367392 3190976 0 0 0 0 0 0 0 
_5.ptx 298 : 367392 4675456 0 0 0 0 0 0 0 
_5.ptx 299 : 367392 4402272 0 0 0 0 0 0 0 
_5.ptx 300 : 367392 3261056 0 0 0 0 0 0 0 
_3.ptx 300 : 659712 4034688 0 0 0 0 0 0 0 
_3.ptx 301 : 659712 4059136 0 0 0 0 0 0 0 
_3.ptx 302 : 659712 7894528 0 0 0 0 0 0 0 
_5.ptx 303 : 1102176 92996800 2081152 0 0 154368 34443 0 0 
_3.ptx 303 : 659712 3991232 0 0 0 0 0 0 0 
_5.ptx 304 : 1102176 9858496 0 0 0 0 0 0 0 
_3.ptx 304 : 659712 4015328 0 0 0 0 0 0 0 
_5.ptx 305 : 1102176 6651616 0 0 0 0 0 0 23224 
_3.ptx 305 : 659712 8194080 0 0 0 0 0 0 0 
_3.ptx 306 : 659712 4050400 0 0 0 0 0 0 0 
_5.ptx 307 : 221181 1788737 0 0 0 0 0 0 0 
_3.ptx 307 : 659712 7373504 0 0 0 0 0 0 0 
_3.ptx 308 : 659712 4136512 0 0 0 0 0 0 0 
_5.ptx 309 : 221181 1791605 0 0 0 0 0 0 0 
_3.ptx 309 : 659712 7337056 0 0 0 0 0 0 0 
_3.ptx 310 : 659712 10343872 0 0 0 0 0 0 0 
_5.ptx 311 : 1102176 12409888 0 0 0 0 0 0 0 
_3.ptx 311 : 659712 8506400 0 0 0 0 0 0 0 
_5.ptx 312 : 1102176 12404896 0 0 0 0 0 0 0 
_3.ptx 312 : 659712 5348000 0 0 0 0 0 0 0 
_5.ptx 313 : 1102176 9990176 0 0 0 0 0 0 0 
_3.ptx 313 : 659712 4741920 0 0 0 0 0 0 0 
_5.ptx 314 : 1102176 5512480 0 0 0 0 0 0 0 
_3.ptx 314 : 659712 5349184 0 0 0 0 0 0 0 
_3.ptx 315 : 659712 4750880 0 0 0 0 0 0 0 
_5.ptx 316 : 367392 4166080 0 0 0 0 0 0 0 
_3.ptx 316 : 659712 5382592 0 0 0 0 0 0 0 
_5.ptx 317 : 367392 3330368 0 0 0 0 0 0 0 
_3.ptx 317 : 659712 4037024 0 0 0 0 0 0 0 
_5.ptx 318 : 367392 1867488 0 0 0 0 0 0 0 
_3.ptx 318 : 659712 5353792 0 0 0 0 0 0 0 
_5.ptx 319 : 122464 926816 0 0 0 0 0 0 0 
_3.ptx 319 : 659712 58072 0 0 0 0 0 0 172 
_3.ptx 321 : 650080 8919888 0 0 0 0 0 0 0 
_3.ptx 322 : 650080 7366512 0 0 0 0 0 0 0 
_3.ptx 323 : 650080 7200680 0 0 0 0 0 0 0 
_3.ptx 324 : 650080 4647504 0 0 0 0 0 0 0 
_5.ptx 325 : 122464 915968 489856 0 0 3827 3827 0 0 
_3.ptx 325 : 650080 6754776 0 0 0 0 0 0 0 
_3.ptx 326 : 650080 7194888 0 0 0 0 0 0 0 
_5.ptx 327 : 122464 886816 489856 0 0 3827 3827 0 0 
_3.ptx 327 : 650080 282033760 2600960 0 0 101575 20444 0 0 
_5.ptx 328 : 122464 1425728 0 0 0 0 0 0 0 
_3.ptx 328 : 650080 21230608 0 0 0 0 0 0 0 
_5.ptx 329 : 122464 1445824 0 0 0 0 0 0 0 
_3.ptx 329 : 650080 4623824 0 0 0 0 0 0 0 
_5.ptx 330 : 122464 1455712 0 0 0 0 0 0 0 
_3.ptx 330 : 650080 6674680 0 0 0 0 0 0 0 
_5.ptx 331 : 122464 1103680 0 0 0 0 0 0 0 
_3.ptx 331 : 650080 7192704 0 0 0 0 0 0 0 
_5.ptx 332 : 122464 0 0 0 0 0 0 0 0 
_3.ptx 332 : 650080 46362736 5888 0 0 24695 20444 0 0 
_3.ptx 333 : 650080 7175912 0 0 0 0 0 0 0 
_3.ptx 334 : 650080 28286816 0 0 0 101575 20444 0 0 
_5.ptx 335 : 122880 929312 0 0 0 0 0 0 0 
_3.ptx 337 : 659712 3981728 0 0 0 0 0 0 0 
